Variable 1,Variable 2,Correlation,P-value
C4H1P = Have you ever had cancer?,C4H73ES = Seasonal exercise/activity E?,-0.09426862568368428,0.0
C4H73ES = Seasonal exercise/activity E?,C4H1P = Have you ever had cancer?,-0.09426862568368428,0.0
C4H73EFW = How many days per week do you do exercise/activity E?,C4H1P = Have you ever had cancer?,-0.09407278204336952,0.0
C4H1P = Have you ever had cancer?,C4H73EFW = How many days per week do you do exercise/activity E?,-0.09407278204336952,0.0
C4H1P = Have you ever had cancer?,C4H73EFD = How many times per day do you do exercise/activity E?,-0.09391980298640798,0.0
C4H73EFD = How many times per day do you do exercise/activity E?,C4H1P = Have you ever had cancer?,-0.09391980298640798,0.0
C4H73GFW = How many days per week do you do exercise/activity G?,C4H73CS = Seasonal exercise/activity C?,0.0935115518925477,0.0
C4H73CS = Seasonal exercise/activity C?,C4H73GFW = How many days per week do you do exercise/activity G?,0.0935115518925477,0.0
C4H73GS = Seasonal exercise/activity G?,C4H73CS = Seasonal exercise/activity C?,0.09351089364200835,0.0
C4H73CS = Seasonal exercise/activity C?,C4H73GS = Seasonal exercise/activity G?,0.09351089364200835,0.0
C4H73CS = Seasonal exercise/activity C?,C4H73GC = Exercise/Activity G – Coded,0.09351089364200835,0.0
C4H73GC = Exercise/Activity G – Coded,C4H73CS = Seasonal exercise/activity C?,0.09351089364200835,0.0
C4H73CS = Seasonal exercise/activity C?,C4H73GM = What is the average number of minutes/session that you do exercise/activity G?,0.09350721920600166,0.0
C4H73GM = What is the average number of minutes/session that you do exercise/activity G?,C4H73CS = Seasonal exercise/activity C?,0.09350721920600166,0.0
C4H73GFD = How many times per day do you do exercise/activity G?,C4H73CS = Seasonal exercise/activity C?,0.09350468657171804,0.0
C4H73CS = Seasonal exercise/activity C?,C4H73GFD = How many times per day do you do exercise/activity G?,0.09350468657171804,0.0
C4H73GI = What is the intensity of exercise/activity G?,C4H73CS = Seasonal exercise/activity C?,0.09349761039549656,0.0
C4H73CS = Seasonal exercise/activity C?,C4H73GI = What is the intensity of exercise/activity G?,0.09349761039549656,0.0
C4H1P = Have you ever had cancer?,C4H73EM = What is the average number of minutes/session that you do exercise/activity E?,-0.09341867618948034,0.0
C4H73EM = What is the average number of minutes/session that you do exercise/activity E?,C4H1P = Have you ever had cancer?,-0.09341867618948034,0.0
C4H73DC = Exercise/Activity D – Coded,C1PB1=Highest level of education completed,0.09341526524132483,0.0
C1PB1=Highest level of education completed,C4H73DC = Exercise/Activity D – Coded,0.09341526524132483,0.0
Family history of breast cancer,C4H73DFW = How many days per week do you do exercise/activity D?,-0.09341273049246879,0.0
C4H73DFW = How many days per week do you do exercise/activity D?,Family history of breast cancer,-0.09341273049246879,0.0
C4BRTHDL = Blood Ratio Total / HDL Cholesterol,C4H73FC = Exercise/Activity F – Coded,-0.09338375458102981,0.0
C4H73FC = Exercise/Activity F – Coded,C4BRTHDL = Blood Ratio Total / HDL Cholesterol,-0.09338375458102981,0.0
C1PB1=Highest level of education completed,C4H73DFW = How many days per week do you do exercise/activity D?,0.09330313327496542,0.0
C4H73DFW = How many days per week do you do exercise/activity D?,C1PB1=Highest level of education completed,0.09330313327496542,0.0
C4BRTHDL = Blood Ratio Total / HDL Cholesterol,C4H73FS = Seasonal exercise/activity F?,-0.09319222357454737,0.0
C4H73FS = Seasonal exercise/activity F?,C4BRTHDL = Blood Ratio Total / HDL Cholesterol,-0.09319222357454737,0.0
C4BRTHDL = Blood Ratio Total / HDL Cholesterol,C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,-0.09316023875242699,0.0
C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,C4BRTHDL = Blood Ratio Total / HDL Cholesterol,-0.09316023875242699,0.0
C4H73EI = What is the intensity of exercise/activity E?,C4H1P = Have you ever had cancer?,-0.09313743272717978,0.0
C4H1P = Have you ever had cancer?,C4H73EI = What is the intensity of exercise/activity E?,-0.09313743272717978,0.0
C4BRTHDL = Blood Ratio Total / HDL Cholesterol,C4H73FI = What is the intensity of exercise/activity F?,-0.0930778442481904,0.0
C4H73FI = What is the intensity of exercise/activity F?,C4BRTHDL = Blood Ratio Total / HDL Cholesterol,-0.0930778442481904,0.0
C4H73FFW = How many days per week do you do exercise/activity F?,C4BRTHDL = Blood Ratio Total / HDL Cholesterol,-0.093077330399958,0.0
C4BRTHDL = Blood Ratio Total / HDL Cholesterol,C4H73FFW = How many days per week do you do exercise/activity F?,-0.093077330399958,0.0
C4H73FFD = How many times per day do you do exercise/activity F?,C4BRTHDL = Blood Ratio Total / HDL Cholesterol,-0.09306149724561091,0.0
C4BRTHDL = Blood Ratio Total / HDL Cholesterol,C4H73FFD = How many times per day do you do exercise/activity F?,-0.09306149724561091,0.0
C4H1P = Have you ever had cancer?,C4H73EC = Exercise/Activity E – Coded,-0.09269367100966745,0.0
C4H73EC = Exercise/Activity E – Coded,C4H1P = Have you ever had cancer?,-0.09269367100966745,0.0
C1PB1=Highest level of education completed,C4H1F = Have you ever had a TIA (mini-stroke) or stroke?,0.09240805941038485,0.0
C4H1F = Have you ever had a TIA (mini-stroke) or stroke?,C1PB1=Highest level of education completed,0.09240805941038485,0.0
C4H1E = Have you ever had a heart murmur?,C1PA26 = Ever had cancer,-0.09223203020769041,0.0
C1PA26 = Ever had cancer,C4H1E = Have you ever had a heart murmur?,-0.09223203020769041,0.0
C4H73DS = Seasonal exercise/activity D?,C1PB1=Highest level of education completed,0.0920949014644291,0.0
C1PB1=Highest level of education completed,C4H73DS = Seasonal exercise/activity D?,0.0920949014644291,0.0
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C1PB1=Highest level of education completed,0.0920306827310802,0.0
C1PB1=Highest level of education completed,C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,0.0920306827310802,0.0
Family history of stroke,C4H1E = Have you ever had a heart murmur?,0.09182509073497776,0.0
C4H1E = Have you ever had a heart murmur?,Family history of stroke,0.09182509073497776,0.0
Family history of breast cancer,C4H73AS = Seasonal exercise/activity A?,0.09173301746385525,0.0
C4H73AS = Seasonal exercise/activity A?,Family history of breast cancer,0.09173301746385525,0.0
C4H73DFD = How many times per day do you do exercise/activity D?,C1PB1=Highest level of education completed,0.09163276069283917,0.0
C1PB1=Highest level of education completed,C4H73DFD = How many times per day do you do exercise/activity D?,0.09163276069283917,0.0
C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,C1PA24A = Number years ago told high blood pressure,-0.0915696082743443,0.0
C1PA24A = Number years ago told high blood pressure,C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,-0.0915696082743443,0.0
C4BHA1C = Blood Hemoglobin A1c %,C4H1F = Have you ever had a TIA (mini-stroke) or stroke?,0.09118716193220788,0.0
C4H1F = Have you ever had a TIA (mini-stroke) or stroke?,C4BHA1C = Blood Hemoglobin A1c %,0.09118716193220788,0.0
C4H73DI = What is the intensity of exercise/activity D?,C1PB1=Highest level of education completed,0.09089410959290499,0.0
C1PB1=Highest level of education completed,C4H73DI = What is the intensity of exercise/activity D?,0.09089410959290499,0.0
C4H1C = Have you ever had circulation problems?,C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,-0.0907348067086493,0.0
C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,C4H1C = Have you ever had circulation problems?,-0.0907348067086493,0.0
C4H73CC = Exercise/Activity C – Coded,C4BCHOL = Blood Total Cholesterol (mg/dL),0.09067209245623319,0.0
C4BCHOL = Blood Total Cholesterol (mg/dL),C4H73CC = Exercise/Activity C – Coded,0.09067209245623319,0.0
C4H1E = Have you ever had a heart murmur?,C4BSBAP = Blood Bone Specific Alkaline Phospatase (UL),0.09060923247265616,0.0
C4BSBAP = Blood Bone Specific Alkaline Phospatase (UL),C4H1E = Have you ever had a heart murmur?,0.09060923247265616,0.0
C4H1G = Have you ever had anemia or other blood disease?,C4H1C = Have you ever had circulation problems?,0.09054876965354312,0.0
C4H1C = Have you ever had circulation problems?,C4H1G = Have you ever had anemia or other blood disease?,0.09054876965354312,0.0
C1PA24A = Number years ago told high blood pressure,C4H1D = Have you ever had blood clots?,0.09040884117873871,0.0
C4H1D = Have you ever had blood clots?,C1PA24A = Number years ago told high blood pressure,0.09040884117873871,0.0
C4H73GC = Exercise/Activity G – Coded,C4H73CI = What is the intensity of exercise/activity C?,0.0900122723824347,0.0
C4H73GS = Seasonal exercise/activity G?,C4H73CI = What is the intensity of exercise/activity C?,0.0900122723824347,0.0
C4H73CI = What is the intensity of exercise/activity C?,C4H73GC = Exercise/Activity G – Coded,0.0900122723824347,0.0
C4H73CI = What is the intensity of exercise/activity C?,C4H73GS = Seasonal exercise/activity G?,0.0900122723824347,0.0
C4H73CI = What is the intensity of exercise/activity C?,C4H73GFW = How many days per week do you do exercise/activity G?,0.09000459790821358,0.0
C4H73GFW = How many days per week do you do exercise/activity G?,C4H73CI = What is the intensity of exercise/activity C?,0.09000459790821358,0.0
C4H73GM = What is the average number of minutes/session that you do exercise/activity G?,C4H73CI = What is the intensity of exercise/activity C?,0.08999566798813406,0.0
C4H73CI = What is the intensity of exercise/activity C?,C4H73GM = What is the average number of minutes/session that you do exercise/activity G?,0.08999566798813406,0.0
C4H73GFD = How many times per day do you do exercise/activity G?,C4H73CI = What is the intensity of exercise/activity C?,0.08997788447253094,0.0
C4H73CI = What is the intensity of exercise/activity C?,C4H73GFD = How many times per day do you do exercise/activity G?,0.08997788447253094,0.0
C4H73CI = What is the intensity of exercise/activity C?,C4H73GI = What is the intensity of exercise/activity G?,0.08994297090127489,0.0
C4H73GI = What is the intensity of exercise/activity G?,C4H73CI = What is the intensity of exercise/activity C?,0.08994297090127489,0.0
C4H1E = Have you ever had a heart murmur?,C4H1H = Have you ever had cholesterol problems?,-0.08967973551252278,0.0
C4H1H = Have you ever had cholesterol problems?,C4H1E = Have you ever had a heart murmur?,-0.08967973551252278,0.0
C4BCHOL = Blood Total Cholesterol (mg/dL),Family history of stroke,-0.08924305044962419,0.0
Family history of stroke,C4BCHOL = Blood Total Cholesterol (mg/dL),-0.08924305044962419,0.0
C4H73FFW = How many days per week do you do exercise/activity F?,C4H1H = Have you ever had cholesterol problems?,-0.08888857915652261,0.0
C4H1H = Have you ever had cholesterol problems?,C4H73FFW = How many days per week do you do exercise/activity F?,-0.08888857915652261,0.0
C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,C1PB1=Highest level of education completed,-0.08883195188945868,0.0
C1PB1=Highest level of education completed,C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,-0.08883195188945868,0.0
C4BSBAP = Blood Bone Specific Alkaline Phospatase (UL),C1PA28AA = Age breast cancer diagnosed,0.08880053178667925,0.0
C1PA28AA = Age breast cancer diagnosed,C4BSBAP = Blood Bone Specific Alkaline Phospatase (UL),0.08880053178667925,0.0
C4H1H = Have you ever had cholesterol problems?,C4H73FFD = How many times per day do you do exercise/activity F?,-0.08871887616038489,0.0
C4H73FFD = How many times per day do you do exercise/activity F?,C4H1H = Have you ever had cholesterol problems?,-0.08871887616038489,0.0
C4H1H = Have you ever had cholesterol problems?,C4H73FC = Exercise/Activity F – Coded,-0.08868012500554076,0.0
C4H73FC = Exercise/Activity F – Coded,C4H1H = Have you ever had cholesterol problems?,-0.08868012500554076,0.0
C4H1H = Have you ever had cholesterol problems?,C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,-0.08861660592657308,0.0
C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,C4H1H = Have you ever had cholesterol problems?,-0.08861660592657308,0.0
C4H1H = Have you ever had cholesterol problems?,C4H73FI = What is the intensity of exercise/activity F?,-0.088548850901231,0.0
C4H73FI = What is the intensity of exercise/activity F?,C4H1H = Have you ever had cholesterol problems?,-0.088548850901231,0.0
C1PB1=Highest level of education completed,C4H73AFW = How many days per week do you do exercise/activity A?,-0.08845871141677242,0.0
C4H73AFW = How many days per week do you do exercise/activity A?,C1PB1=Highest level of education completed,-0.08845871141677242,0.0
C4H73FS = Seasonal exercise/activity F?,C4H1H = Have you ever had cholesterol problems?,-0.08845581625000563,0.0
C4H1H = Have you ever had cholesterol problems?,C4H73FS = Seasonal exercise/activity F?,-0.08845581625000563,0.0
Family history of breast cancer,C4H1C = Have you ever had circulation problems?,-0.08826982089763222,0.0
C4H1C = Have you ever had circulation problems?,Family history of breast cancer,-0.08826982089763222,0.0
C4BHDL = Blood HDL Cholesterol (mg/dL),C4H73AFW = How many days per week do you do exercise/activity A?,-0.08824319809703655,0.0
C4H73AFW = How many days per week do you do exercise/activity A?,C4BHDL = Blood HDL Cholesterol (mg/dL),-0.08824319809703655,0.0
C4H1E = Have you ever had a heart murmur?,C4H1C = Have you ever had circulation problems?,0.08807534495833887,0.0
C4H1C = Have you ever had circulation problems?,C4H1E = Have you ever had a heart murmur?,0.08807534495833887,0.0
C4H73AM = What is the average number of minutes/session that you do exercise/activity A?,C4P1F2D = BP (sitting) 2 diastolic,0.08800299764726434,0.0
C4P1F2D = BP (sitting) 2 diastolic,C4H73AM = What is the average number of minutes/session that you do exercise/activity A?,0.08800299764726434,0.0
C1PA24 = High blood pressure ever diagnosed,Family history of high blood pressure,0.08784336201443672,0.0
Family history of high blood pressure,C1PA24 = High blood pressure ever diagnosed,0.08784336201443672,0.0
C4BCHOL = Blood Total Cholesterol (mg/dL),C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,-0.08738542761065805,0.0
C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,C4BCHOL = Blood Total Cholesterol (mg/dL),-0.08738542761065805,0.0
