Variable 1,Variable 2,Spearman Correlation,P-value,N
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C1PA26 = Ever had cancer,-0.14145173229379066,1.4346699540267454e-32,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C1PA28AA = Age breast cancer diagnosed,0.08979271357732424,5.432440787677275e-14,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4H1P = Have you ever had cancer?,-0.11014683649572178,2.5726124690457505e-20,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,Family history of breast cancer,-0.12980579872137485,1.1943368028606007e-27,6990
C4H73DI = What is the intensity of exercise/activity D?,C4H73EC = Exercise/Activity E – Coded,0.5709670666683514,0.0,6990
C4H73DI = What is the intensity of exercise/activity D?,C4H73ES = Seasonal exercise/activity E?,0.570896865849709,0.0,6990
C4H73DI = What is the intensity of exercise/activity D?,C4H73EFD = How many times per day do you do exercise/activity E?,0.5708375849945667,0.0,6990
C4H73DI = What is the intensity of exercise/activity D?,C4H73EFW = How many days per week do you do exercise/activity E?,0.570976513254698,0.0,6990
C4H73DI = What is the intensity of exercise/activity D?,C4H73EM = What is the average number of minutes/session that you do exercise/activity E?,0.570942284977546,0.0,6990
C4H73DI = What is the intensity of exercise/activity D?,C4H73EI = What is the intensity of exercise/activity E?,0.5709768243130376,0.0,6990
C4H73DI = What is the intensity of exercise/activity D?,C4H73FC = Exercise/Activity F – Coded,0.40450469191420624,1.751792172164426e-273,6990
C4H73DI = What is the intensity of exercise/activity D?,C4H73FS = Seasonal exercise/activity F?,0.4044562923749654,2.063327362073262e-273,6990
C4H73DI = What is the intensity of exercise/activity D?,C4H73FFD = How many times per day do you do exercise/activity F?,0.4044436381823043,2.1535338507511783e-273,6990
C4H73DI = What is the intensity of exercise/activity D?,C4H73FFW = How many days per week do you do exercise/activity F?,0.4044620510609471,2.0235355455565422e-273,6990
C4H73DI = What is the intensity of exercise/activity D?,C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,0.40444394556313296,2.151296655587225e-273,6990
C4H73DI = What is the intensity of exercise/activity D?,C4H73FI = What is the intensity of exercise/activity F?,0.4044975245723946,1.7947756656071268e-273,6990
C4H73DI = What is the intensity of exercise/activity D?,C4H73GC = Exercise/Activity G – Coded,0.2534557399956796,6.667031345611208e-103,6990
C4H73DI = What is the intensity of exercise/activity D?,C4H73GS = Seasonal exercise/activity G?,0.2534557399956796,6.667031345611208e-103,6990
C4H73DI = What is the intensity of exercise/activity D?,C4H73GFD = How many times per day do you do exercise/activity G?,0.2534690476678326,6.50085512881827e-103,6990
C4H73DI = What is the intensity of exercise/activity D?,C4H73GFW = How many days per week do you do exercise/activity G?,0.2534604907832986,6.60722622505915e-103,6990
C4H73DI = What is the intensity of exercise/activity D?,C4H73GM = What is the average number of minutes/session that you do exercise/activity G?,0.25345759735170714,6.643586058540695e-103,6990
C4H73DI = What is the intensity of exercise/activity D?,C4H73GI = What is the intensity of exercise/activity G?,0.25348162130595014,6.347643534597548e-103,6990
C4H73DI = What is the intensity of exercise/activity D?,C4H60 = Have you now or in the past used tobacco regularly?,0.04360138737422465,0.0002659096346527247,6990
C4H73DI = What is the intensity of exercise/activity D?,"C4H61 = Have you ever smoked cigarettes regularly-that is, at least a few cigarettes every day?",0.039271995205846615,0.0010232215932849877,6990
C4H73DI = What is the intensity of exercise/activity D?,C4H61A = Do you currently smoke cigarettes regularly?,0.020628007612885614,0.08461675682926388,6990
C4H73DI = What is the intensity of exercise/activity D?,"C4H62 = Since we last interviewed you, have you tried to quit smoking?",-0.03838967111330032,0.0013263130614441759,6990
C4H73DI = What is the intensity of exercise/activity D?,C4H63 = For how many years did you smoke regularly?,0.03989819986654879,0.0008484972668734738,6990
C4H73DI = What is the intensity of exercise/activity D?,"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",0.037170535137118176,0.0018822668620044893,6990
C4H73DI = What is the intensity of exercise/activity D?,C4H65 = How old were you the last time you smoked regularly?,0.043062691387335324,0.00031658676469294405,6990
C4H73DI = What is the intensity of exercise/activity D?,"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",0.0397851392930413,0.0008778404436520237,6990
C4H73DI = What is the intensity of exercise/activity D?,"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",0.04830932947558446,5.3315261959856314e-05,6990
C4H73DI = What is the intensity of exercise/activity D?,"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",-0.1469304746054217,4.921026958487594e-35,6990
C4H73DI = What is the intensity of exercise/activity D?,"C4H69 = Currently, does anyone regularly smoke cigarettes or other tobacco products inside your home?",-0.0563684634660656,2.409276167686846e-06,6990
C4H73DI = What is the intensity of exercise/activity D?,C4SSQ_S1 = SLEEP Component 1 - Subjective Sleep Quality,0.08900225529244088,9.013507111511419e-14,6990
C4H73DI = What is the intensity of exercise/activity D?,C4SSQ_S2 = SLEEP Component 2 - Sleep Latency,0.09899579359860124,1.0806849188287438e-16,6990
C4H73DI = What is the intensity of exercise/activity D?,C4SSQ_S3 = SLEEP Component 3 - Sleep Duration,0.13575456456438506,4.1472911809460406e-30,6990
C4H73DI = What is the intensity of exercise/activity D?,C4SSQ_S4 = SLEEP Component 4 - Habitual Sleep Efficiency,0.0995752805219437,7.159548137382824e-17,6990
C4H73DI = What is the intensity of exercise/activity D?,C4AD59 = Sun AM Minutes To Fall Asleep,0.09611262898590063,8.090498411916617e-16,6990
C4H73DI = What is the intensity of exercise/activity D?,C4AD510 = Sun AM How Difficult To Fall Asleep,0.1623728094233179,1.672337938596313e-42,6990
C4H73DI = What is the intensity of exercise/activity D?,C4AD511 = Sun AM How Many Times Did You Wake,-0.11647987731294761,1.5149428933032455e-22,6990
C4H73DI = What is the intensity of exercise/activity D?,C4AD512 = Sun AM Wake Because of Noise or Activity,-0.05591167396036987,2.9055416643227144e-06,6990
C4H73DI = What is the intensity of exercise/activity D?,"C4AD513 = Sun AM If Woke, Difficulty Getting To Sleep",0.12821288820251825,5.2073809453157146e-27,6990
C4H73DI = What is the intensity of exercise/activity D?,"C4AD514 = Sun AM If Woke, Number of Times Left Bed",-0.027761266354852755,0.02028432078862468,6990
C4H73DI = What is the intensity of exercise/activity D?,C4AD515 = Sun AM Time Wake Up and Not Return To Sleep,0.11398240625349143,1.1878446507928148e-21,6990
C4H73DI = What is the intensity of exercise/activity D?,C4AD516 = Sun AM Time Get Out of Bed,0.11002136563873156,2.839820737848648e-20,6990
C4H73DI = What is the intensity of exercise/activity D?,C4AD517 = Sun AM How Deeply Did You Sleep,0.08366942830157821,2.4466637755982933e-12,6990
C4H73DI = What is the intensity of exercise/activity D?,C4AD518 = Sun AM How Well Rested Do You Feel,0.03730762375447608,0.0018104911051279456,6990
C4H73DI = What is the intensity of exercise/activity D?,C4AD519 = Sun AM How Alert Do You Feel,0.0667644525917658,2.3081359740411522e-08,6990
C4H73DI = What is the intensity of exercise/activity D?,C4AD520 = Sun AM Overall Quality of Sleep,0.06671091812430563,2.3685449171289118e-08,6990
C4H73DI = What is the intensity of exercise/activity D?,C4WA1SLT = Active 1 Sleep Time,0.17274711171465,5.869605694297134e-48,6990
C4H73DI = What is the intensity of exercise/activity D?,C4WA1PSL = Active 1 % Sleep Time,0.16215565037945245,2.1564052127438348e-42,6990
C4H73DI = What is the intensity of exercise/activity D?,C4WA1SLB = Active 1 # Sleep Bouts,0.17126467895721878,3.713281729832842e-47,6990
C4H73DI = What is the intensity of exercise/activity D?,C4WA1ASB = Active 1 Avg Sleep Bouts,0.031984942054786594,0.007487514490396741,6990
C4H73DI = What is the intensity of exercise/activity D?,C4WS2SLT = Sleep 2 Sleep Time,0.0174915729301076,0.14367145155151995,6990
C4H73DI = What is the intensity of exercise/activity D?,C4WS2PSL = Sleep 2 % Sleep Time,0.15917947784089287,6.781615997535804e-41,6990
C4H73DI = What is the intensity of exercise/activity D?,C4WS2SLB = Sleep 2 # Sleep Bouts,-0.10234802830472417,9.659198080617628e-18,6990
C4H73DI = What is the intensity of exercise/activity D?,C4WS2ASB = Sleep 2 Avg Sleep Bouts,0.20126512913942077,8.46399077428224e-65,6990
C4H73DI = What is the intensity of exercise/activity D?,C4BCHOL = Blood Total Cholesterol (mg/dL),-0.08062438401680254,1.4735125548461158e-11,6990
C4H73DI = What is the intensity of exercise/activity D?,C4BHDL = Blood HDL Cholesterol (mg/dL),-7.718317722852006e-05,0.994852212483481,6990
C4H73DI = What is the intensity of exercise/activity D?,C4BLDL = Blood LDL Cholesterol (mg/dL),-0.1216090800842649,1.915583105482354e-24,6990
C4H73DI = What is the intensity of exercise/activity D?,C4BRTHDL = Blood Ratio Total / HDL Cholesterol,-0.07417827874821116,5.325107422348153e-10,6990
C4H73DI = What is the intensity of exercise/activity D?,C4H1I = Have you ever had diabetes?,-0.19515134907383033,5.874096340844523e-61,6990
C4H73DI = What is the intensity of exercise/activity D?,C4BHA1C = Blood Hemoglobin A1c %,0.23410874343588692,1.1968375901677535e-87,6990
C4H73DI = What is the intensity of exercise/activity D?,C4H1B = Have you ever had high blood pressure?,-0.18862161414456646,5.389992676045003e-57,6990
C4H73DI = What is the intensity of exercise/activity D?,C4P1GS = Average BP (sitting) systolic,-0.08263982314730205,4.522633353970338e-12,6990
C4H73DI = What is the intensity of exercise/activity D?,C4P1GD = Average BP (sitting) diastolic,-0.13254539714543107,9.088134408043967e-29,6990
C4H73DI = What is the intensity of exercise/activity D?,C1PA26 = Ever had cancer,-0.1408010720843603,2.773739872071829e-32,6990
C4H73DI = What is the intensity of exercise/activity D?,C1PA28AA = Age breast cancer diagnosed,0.09251476146518843,9.18555742381221e-15,6990
C4H73DI = What is the intensity of exercise/activity D?,C4H1P = Have you ever had cancer?,-0.10868843173502944,8.057262671175833e-20,6990
C4H73DI = What is the intensity of exercise/activity D?,Family history of breast cancer,-0.1265189155233531,2.442741381393178e-26,6990
C4H73EC = Exercise/Activity E – Coded,C4H73ES = Seasonal exercise/activity E?,0.9998282558775391,0.0,6990
C4H73EC = Exercise/Activity E – Coded,C4H73EFD = How many times per day do you do exercise/activity E?,0.9998306230918237,0.0,6990
C4H73EC = Exercise/Activity E – Coded,C4H73EFW = How many days per week do you do exercise/activity E?,0.9997169124741535,0.0,6990
C4H73EC = Exercise/Activity E – Coded,C4H73EM = What is the average number of minutes/session that you do exercise/activity E?,0.9998473004802241,0.0,6990
C4H73EC = Exercise/Activity E – Coded,C4H73EI = What is the intensity of exercise/activity E?,0.9997853216751368,0.0,6990
C4H73EC = Exercise/Activity E – Coded,C4H73FC = Exercise/Activity F – Coded,0.7131800583427181,0.0,6990
C4H73EC = Exercise/Activity E – Coded,C4H73FS = Seasonal exercise/activity F?,0.7131921924631144,0.0,6990
C4H73EC = Exercise/Activity E – Coded,C4H73FFD = How many times per day do you do exercise/activity F?,0.7131934320286866,0.0,6990
C4H73EC = Exercise/Activity E – Coded,C4H73FFW = How many days per week do you do exercise/activity F?,0.7132363794817295,0.0,6990
C4H73EC = Exercise/Activity E – Coded,C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,0.7131664028910939,0.0,6990
C4H73EC = Exercise/Activity E – Coded,C4H73FI = What is the intensity of exercise/activity F?,0.713233455954161,0.0,6990
C4H73EC = Exercise/Activity E – Coded,C4H73GC = Exercise/Activity G – Coded,0.4478052026976721,0.0,6990
C4H73EC = Exercise/Activity E – Coded,C4H73GS = Seasonal exercise/activity G?,0.4478052026976721,0.0,6990
C4H73EC = Exercise/Activity E – Coded,C4H73GFD = How many times per day do you do exercise/activity G?,0.4478025503998094,0.0,6990
C4H73EC = Exercise/Activity E – Coded,C4H73GFW = How many days per week do you do exercise/activity G?,0.4478002074956333,0.0,6990
C4H73EC = Exercise/Activity E – Coded,C4H73GM = What is the average number of minutes/session that you do exercise/activity G?,0.4478053775915503,0.0,6990
C4H73EC = Exercise/Activity E – Coded,C4H73GI = What is the intensity of exercise/activity G?,0.4477981403351727,0.0,6990
C4H73EC = Exercise/Activity E – Coded,C4H60 = Have you now or in the past used tobacco regularly?,-0.016800215058471686,0.1601847769409228,6990
C4H73EC = Exercise/Activity E – Coded,"C4H61 = Have you ever smoked cigarettes regularly-that is, at least a few cigarettes every day?",-0.01597437648895219,0.18174429389799404,6990
